State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
45,19,SC,Charleston County,"63,040","57,944","68,136",17.4,16,18.8,"19,305","16,765","21,845",25.8,22.4,29.2,"13,179","11,335","15,023",25.4,21.8,29,51206.00,"49,365","53,047",.,.,.,.,.,.
45,21,SC,Cherokee County,"13,348","11,685","15,011",24.3,21.3,27.3,"4,811","4,110","5,512",36.5,31.2,41.8,"2,805","2,171","3,439",29.3,22.7,35.9,37726.00,"34,447","41,005",.,.,.,.,.,.
45,23,SC,Chester County,"6,980","5,809","8,151",21.6,18,25.2,"2,439","1,951","2,927",32.9,26.3,39.5,"1,616","1,227","2,005",30.1,22.9,37.3,36523.00,"33,410","39,636",.,.,.,.,.,.
45,25,SC,Chesterfield County,"12,067","10,301","13,833",26.5,22.6,30.4,"3,887","3,196","4,578",37,30.4,43.6,"2,628","2,091","3,165",33.5,26.7,40.3,33591.00,"30,655","36,527",.,.,.,.,.,.
45,27,SC,Clarendon County,"8,915","7,464","10,366",27.3,22.9,31.7,"2,827","2,278","3,376",40.6,32.7,48.5,"1,983","1,543","2,423",38,29.6,46.4,30096.00,"27,702","32,490",.,.,.,.,.,.
45,29,SC,Colleton County,"8,956","7,185","10,727",24,19.3,28.7,"3,402","2,704","4,100",39.3,31.2,47.4,"2,329","1,762","2,896",36.7,27.8,45.6,33817.00,"30,674","36,960",.,.,.,.,.,.
45,31,SC,Darlington County,"18,755","16,367","21,143",28.2,24.6,31.8,"6,095","5,113","7,077",39.2,32.9,45.5,"4,188","3,445","4,931",36.2,29.8,42.6,34209.00,"31,328","37,090",.,.,.,.,.,.
45,33,SC,Dillon County,"8,325","6,768","9,882",27.1,22,32.2,"3,397","2,696","4,098",42.9,34,51.8,"2,295","1,759","2,831",39.9,30.6,49.2,33696.00,"31,900","35,492",.,.,.,.,.,.
45,35,SC,Dorchester County,"19,017","16,284","21,750",13.3,11.4,15.2,"6,919","5,689","8,149",18.6,15.3,21.9,"4,914","4,014","5,814",17.8,14.5,21.1,55193.00,"51,404","58,982",.,.,.,.,.,.
45,37,SC,Edgefield County,"4,630","3,617","5,643",19.7,15.4,24,"1,366","1,072","1,660",27.1,21.3,32.9,964,730,"1,198",24,18.2,29.8,44862.00,"42,196","47,528",.,.,.,.,.,.
45,39,SC,Fairfield County,"5,245","4,176","6,314",23.1,18.4,27.8,"1,668","1,310","2,026",34.8,27.3,42.3,"1,150",873,"1,427",32,24.3,39.7,35531.00,"32,307","38,755",.,.,.,.,.,.
45,41,SC,Florence County,"27,126","23,345","30,907",20.1,17.3,22.9,"9,519","7,843","11,195",28.7,23.7,33.7,"6,312","5,017","7,607",26.1,20.7,31.5,41028.00,"38,506","43,550",.,.,.,.,.,.
45,43,SC,Georgetown County,"12,749","10,955","14,543",21.3,18.3,24.3,"4,586","3,892","5,280",37.9,32.2,43.6,"2,951","2,356","3,546",32.3,25.8,38.8,41213.00,"38,269","44,157",.,.,.,.,.,.
45,45,SC,Greenville County,"74,913","67,469","82,357",16.2,14.6,17.8,"27,135","24,149","30,121",24.5,21.8,27.2,"18,214","16,140","20,288",22.8,20.2,25.4,49476.00,"47,739","51,213",.,.,.,.,.,.
45,47,SC,Greenwood County,"17,211","15,387","19,035",25.6,22.9,28.3,"5,516","4,729","6,303",34.7,29.7,39.7,"3,811","3,226","4,396",33.3,28.2,38.4,37217.00,"34,107","40,327",.,.,.,.,.,.
45,49,SC,Hampton County,"5,139","4,147","6,131",27.3,22,32.6,"1,677","1,319","2,035",36.9,29,44.8,"1,182",903,"1,461",34.9,26.7,43.1,32941.00,"29,885","35,997",.,.,.,.,.,.
45,51,SC,Horry County,"54,572","49,707","59,437",19.1,17.4,20.8,"17,470","15,130","19,810",31.3,27.1,35.5,"11,975","10,168","13,782",29.7,25.2,34.2,41808.00,"40,078","43,538",.,.,.,.,.,.
45,53,SC,Jasper County,"6,835","5,576","8,094",27.2,22.2,32.2,"2,380","1,899","2,861",40.3,32.2,48.4,"1,551","1,170","1,932",36.9,27.9,45.9,34852.00,"31,633","38,071",.,.,.,.,.,.
45,55,SC,Kershaw County,"10,125","8,274","11,976",16.3,13.3,19.3,"3,767","3,012","4,522",25.8,20.6,31,"2,649","2,066","3,232",24.5,19.1,29.9,44787.00,"40,630","48,944",.,.,.,.,.,.
45,57,SC,Lancaster County,"14,696","12,616","16,776",18.8,16.1,21.5,"4,284","3,527","5,041",24.6,20.3,28.9,"2,986","2,407","3,565",23.4,18.9,27.9,40837.00,"37,889","43,785",.,.,.,.,.,.
45,59,SC,Laurens County,"14,737","12,843","16,631",23,20,26,"5,145","4,364","5,926",35.1,29.8,40.4,"3,357","2,739","3,975",31.7,25.9,37.5,36771.00,"34,002","39,540",.,.,.,.,.,.
45,61,SC,Lee County,"5,378","4,374","6,382",32.8,26.7,38.9,"1,665","1,356","1,974",44.2,36,52.4,"1,119",874,"1,364",38.9,30.4,47.4,30972.00,"27,951","33,993",.,.,.,.,.,.
45,63,SC,Lexington County,"34,587","30,520","38,654",12.8,11.3,14.3,"12,090","10,034","14,146",18.8,15.6,22,"7,618","6,075","9,161",16.2,12.9,19.5,53880.00,"51,864","55,896",.,.,.,.,.,.
45,65,SC,McCormick County,"1,889","1,487","2,291",21.9,17.2,26.6,466,367,565,37.8,29.7,45.9,331,252,410,36.9,28.1,45.7,38186.00,"34,925","41,447",.,.,.,.,.,.
45,67,SC,Marion County,"9,762","8,385","11,139",30.7,26.4,35,"3,989","3,467","4,511",53.5,46.5,60.5,"2,700","2,275","3,125",49.5,41.7,57.3,28520.00,"26,077","30,963",.,.,.,.,.,.
45,69,SC,Marlboro County,"7,709","6,428","8,990",31.3,26.1,36.5,"2,326","1,878","2,774",40.8,32.9,48.7,"1,639","1,287","1,991",39.2,30.8,47.6,31185.00,"28,853","33,517",.,.,.,.,.,.
45,71,SC,Newberry County,"7,170","5,939","8,401",19.8,16.4,23.2,"2,317","1,840","2,794",28.4,22.5,34.3,"1,512","1,140","1,884",25.4,19.2,31.6,37890.00,"35,295","40,485",.,.,.,.,.,.
45,73,SC,Oconee County,"12,484","10,551","14,417",16.8,14.2,19.4,"4,167","3,407","4,927",27.7,22.7,32.7,"2,643","2,028","3,258",24.1,18.5,29.7,42077.00,"39,409","44,745",.,.,.,.,.,.
45,75,SC,Orangeburg County,"22,501","18,817","26,185",25.7,21.5,29.9,"7,766","6,403","9,129",38.3,31.6,45,"5,190","4,144","6,236",35.9,28.7,43.1,32180.00,"30,151","34,209",.,.,.,.,.,.
45,77,SC,Pickens County,"21,060","18,284","23,836",18.7,16.2,21.2,"5,025","4,050","6,000",21.7,17.5,25.9,"3,373","2,607","4,139",19.5,15.1,23.9,42400.00,"39,388","45,412",.,.,.,.,.,.
45,79,SC,Richland County,"68,491","62,413","74,569",18.6,16.9,20.3,"21,255","18,452","24,058",24.6,21.4,27.8,"13,364","10,910","15,818",21.3,17.4,25.2,47492.00,"45,151","49,833",.,.,.,.,.,.
45,81,SC,Saluda County,"4,396","3,632","5,160",22.1,18.3,25.9,"1,481","1,186","1,776",33,26.4,39.6,988,756,"1,220",30.7,23.5,37.9,40366.00,"36,461","44,271",.,.,.,.,.,.
45,83,SC,Spartanburg County,"52,982","47,797","58,167",18.7,16.9,20.5,"18,326","15,952","20,700",26.9,23.4,30.4,"12,866","11,055","14,677",25.8,22.2,29.4,42638.00,"40,403","44,873",.,.,.,.,.,.
45,85,SC,Sumter County,"21,893","18,783","25,003",20.8,17.8,23.8,"8,829","7,457","10,201",33.6,28.4,38.8,"6,026","4,997","7,055",32.3,26.8,37.8,39182.00,"37,004","41,360",.,.,.,.,.,.
45,87,SC,Union County,"5,143","4,114","6,172",18.7,15,22.4,"1,758","1,380","2,136",30,23.6,36.4,"1,177",880,"1,474",27,20.2,33.8,34042.00,"31,212","36,872",.,.,.,.,.,.
45,89,SC,Williamsburg County,"10,562","8,913","12,211",33.4,28.2,38.6,"3,544","2,914","4,174",49.3,40.5,58.1,"2,372","1,868","2,876",44.1,34.7,53.5,29391.00,"26,774","32,008",.,.,.,.,.,.
45,91,SC,York County,"29,799","25,386","34,212",12.7,10.8,14.6,"10,143","8,403","11,883",17.2,14.2,20.2,"6,665","5,251","8,079",15.3,12.1,18.5,54927.00,"51,623","58,231",.,.,.,.,.,.
46,0,SD,South Dakota,"114,291","109,648","118,934",14,13.4,14.6,"37,646","35,268","40,024",18.6,17.4,19.8,"24,675","22,681","26,669",17.3,15.9,18.7,49200.00,"48,195","50,205","12,055","10,850","13,260",20.5,18.4,22.6
46,3,SD,Aurora County,284,217,351,10.8,8.3,13.3,110,83,137,16.6,12.5,20.7,73,52,94,15.3,11,19.6,46493.00,"42,393","50,593",.,.,.,.,.,.
46,5,SD,Beadle County,"2,920","2,454","3,386",16.5,13.9,19.1,960,762,"1,158",22.1,17.5,26.7,637,480,794,22,16.6,27.4,43682.00,"39,572","47,792",.,.,.,.,.,.
46,7,SD,Bennett County,"1,212",962,"1,462",35.5,28.2,42.8,564,434,694,48.7,37.5,59.9,364,268,460,45.2,33.3,57.1,35083.00,"32,019","38,147",.,.,.,.,.,.
46,9,SD,Bon Homme County,833,649,"1,017",14.9,11.6,18.2,222,169,275,17.7,13.4,22,151,109,193,16.2,11.7,20.7,45803.00,"42,051","49,555",.,.,.,.,.,.
46,11,SD,Brookings County,"4,018","3,356","4,680",13.6,11.4,15.8,755,578,932,12,9.2,14.8,492,360,624,11.3,8.3,14.3,51893.00,"48,041","55,745",.,.,.,.,.,.
46,13,SD,Brown County,"3,870","3,150","4,590",10.6,8.6,12.6,"1,075",819,"1,331",12.3,9.4,15.2,699,505,893,11.3,8.2,14.4,50047.00,"46,311","53,783",.,.,.,.,.,.
46,15,SD,Brule County,731,571,891,13.9,10.8,17,264,201,327,19.7,15,24.4,176,128,224,18.4,13.4,23.4,45878.00,"41,438","50,318",.,.,.,.,.,.
46,17,SD,Buffalo County,824,670,978,41,33.3,48.7,376,292,460,47.5,36.9,58.1,249,185,313,47,34.9,59.1,21572.00,"19,454","23,690",.,.,.,.,.,.
46,19,SD,Butte County,"1,462","1,137","1,787",14.3,11.1,17.5,518,390,646,20.8,15.6,26,345,246,444,19,13.6,24.4,41413.00,"37,315","45,511",.,.,.,.,.,.
46,21,SD,Campbell County,130,100,160,9.8,7.5,12.1,24,18,30,11.7,8.7,14.7,18,13,23,11.5,8.1,14.9,47579.00,"42,780","52,378",.,.,.,.,.,.
46,23,SD,Charles Mix County,"2,143","1,754","2,532",24.3,19.9,28.7,904,700,"1,108",34.9,27,42.8,586,436,736,32.5,24.2,40.8,37996.00,"34,687","41,305",.,.,.,.,.,.
46,25,SD,Clark County,409,318,500,12,9.3,14.7,140,106,174,21.3,16.1,26.5,92,66,118,20.8,15,26.6,45592.00,"41,601","49,583",.,.,.,.,.,.
46,27,SD,Clay County,"2,455","1,985","2,925",20.8,16.8,24.8,477,368,586,19.4,15,23.8,296,215,377,17.8,12.9,22.7,41970.00,"37,838","46,102",.,.,.,.,.,.
46,29,SD,Codington County,"2,774","2,214","3,334",10.1,8.1,12.1,815,615,"1,015",12.2,9.2,15.2,520,373,667,11,7.9,14.1,49022.00,"44,957","53,087",.,.,.,.,.,.
46,31,SD,Corson County,"1,808","1,530","2,086",43,36.4,49.6,755,603,907,53.4,42.7,64.1,488,374,602,46.7,35.8,57.6,31418.00,"28,324","34,512",.,.,.,.,.,.
46,33,SD,Custer County,884,693,"1,075",10.8,8.5,13.1,238,179,297,18.1,13.6,22.6,160,114,206,16.6,11.8,21.4,51326.00,"46,380","56,272",.,.,.,.,.,.
46,35,SD,Davison County,"2,403","1,901","2,905",12.6,10,15.2,670,514,826,15,11.5,18.5,447,329,565,14,10.3,17.7,47506.00,"43,500","51,512",.,.,.,.,.,.
46,37,SD,Day County,778,604,952,14.3,11.1,17.5,248,188,308,20.3,15.4,25.2,168,122,214,18.6,13.5,23.7,44188.00,"40,004","48,372",.,.,.,.,.,.
46,39,SD,Deuel County,394,301,487,9.2,7,11.4,128,96,160,13,9.7,16.3,88,63,113,12.1,8.6,15.6,52527.00,"48,750","56,304",.,.,.,.,.,.
46,41,SD,Dewey County,"1,594","1,298","1,890",28.7,23.4,34,673,517,829,35.4,27.2,43.6,461,340,582,36.4,26.9,45.9,34389.00,"31,001","37,777",.,.,.,.,.,.
46,43,SD,Douglas County,319,248,390,11,8.5,13.5,95,72,118,14.5,10.9,18.1,65,47,83,13.8,9.9,17.7,48344.00,"44,480","52,208",.,.,.,.,.,.
46,45,SD,Edmunds County,416,323,509,10.9,8.5,13.3,129,97,161,15.5,11.7,19.3,86,61,111,14,10,18,51352.00,"47,071","55,633",.,.,.,.,.,.
46,47,SD,Fall River County,966,757,"1,175",14.6,11.5,17.7,277,210,344,23.6,17.9,29.3,191,139,243,20.3,14.8,25.8,39552.00,"35,994","43,110",.,.,.,.,.,.
46,49,SD,Faulk County,254,194,314,11.6,8.9,14.3,82,61,103,20.9,15.6,26.2,53,37,69,20.2,14.3,26.1,50092.00,"45,142","55,042",.,.,.,.,.,.
46,51,SD,Grant County,759,588,930,10.5,8.1,12.9,231,174,288,14.2,10.7,17.7,161,116,206,13.3,9.6,17,51065.00,"47,432","54,698",.,.,.,.,.,.
46,53,SD,Gregory County,734,576,892,17.6,13.8,21.4,239,182,296,25.5,19.4,31.6,159,114,204,22.8,16.4,29.2,35589.00,"32,452","38,726",.,.,.,.,.,.
46,55,SD,Haakon County,226,178,274,12.2,9.6,14.8,66,50,82,15.8,12,19.6,46,33,59,15.3,11.1,19.5,45456.00,"40,891","50,021",.,.,.,.,.,.
46,57,SD,Hamlin County,594,459,729,10.3,8,12.6,244,183,305,13.5,10.1,16.9,168,120,216,13.3,9.5,17.1,56860.00,"53,408","60,312",.,.,.,.,.,.
46,59,SD,Hand County,310,241,379,9.3,7.2,11.4,81,61,101,11.7,8.8,14.6,55,40,70,10.6,7.7,13.5,50737.00,"45,685","55,789",.,.,.,.,.,.
46,61,SD,Hanson County,286,220,352,8.9,6.8,11,124,92,156,13.7,10.2,17.2,81,57,105,13.3,9.3,17.3,57800.00,"52,146","63,454",.,.,.,.,.,.
46,63,SD,Harding County,145,115,175,11.7,9.2,14.2,44,33,55,17.9,13.5,22.3,30,21,39,19.2,13.6,24.8,43860.00,"39,394","48,326",.,.,.,.,.,.
46,65,SD,Hughes County,"1,730","1,382","2,078",10.3,8.2,12.4,570,444,696,14.1,11,17.2,356,258,454,12.5,9.1,15.9,57538.00,"52,392","62,684",.,.,.,.,.,.
46,67,SD,Hutchinson County,870,699,"1,041",13.1,10.5,15.7,254,195,313,18.3,14,22.6,171,125,217,16.9,12.4,21.4,44958.00,"41,083","48,833",.,.,.,.,.,.
46,69,SD,Hyde County,149,116,182,11,8.5,13.5,38,29,47,13.1,9.9,16.3,26,19,33,12,8.6,15.4,47072.00,"42,341","51,803",.,.,.,.,.,.
46,71,SD,Jackson County,959,744,"1,174",30.2,23.4,37,470,354,586,44.5,33.5,55.5,300,213,387,40.9,29.1,52.7,35387.00,"32,041","38,733",.,.,.,.,.,.
46,73,SD,Jerauld County,285,220,350,14.5,11.2,17.8,99,75,123,24.3,18.3,30.3,65,46,84,23.7,16.9,30.5,48126.00,"44,387","51,865",.,.,.,.,.,.
46,75,SD,Jones County,133,103,163,13.4,10.4,16.4,43,32,54,20.7,15.6,25.8,30,22,38,20.4,14.6,26.2,45095.00,"40,505","49,685",.,.,.,.,.,.
46,77,SD,Kingsbury County,478,376,580,9.7,7.6,11.8,151,114,188,14,10.6,17.4,105,75,135,14.2,10.2,18.2,50045.00,"45,602","54,488",.,.,.,.,.,.
46,79,SD,Lake County,"1,398","1,171","1,625",12.3,10.3,14.3,312,254,370,13.5,11,16,204,158,250,12.3,9.6,15,53116.00,"48,624","57,608",.,.,.,.,.,.
46,81,SD,Lawrence County,"3,580","2,946","4,214",14.9,12.3,17.5,863,661,"1,065",18.9,14.5,23.3,542,393,691,16.1,11.7,20.5,42867.00,"39,427","46,307",.,.,.,.,.,.
46,83,SD,Lincoln County,"2,126","1,641","2,611",4.3,3.3,5.3,754,567,941,5.2,3.9,6.5,500,361,639,4.9,3.5,6.3,78567.00,"73,473","83,661",.,.,.,.,.,.
46,85,SD,Lyman County,832,654,"1,010",21.7,17.1,26.3,343,261,425,31.5,24,39,231,169,293,29.8,21.8,37.8,40057.00,"36,249","43,865",.,.,.,.,.,.
46,87,SD,McCook County,522,411,633,9.6,7.6,11.6,163,124,202,11.7,8.9,14.5,114,83,145,11.2,8.2,14.2,53478.00,"49,203","57,753",.,.,.,.,.,.
46,89,SD,McPherson County,339,263,415,14.9,11.6,18.2,95,72,118,23.2,17.5,28.9,61,44,78,21,15.1,26.9,38222.00,"34,376","42,068",.,.,.,.,.,.
46,91,SD,Marshall County,570,442,698,12.5,9.7,15.3,182,137,227,19.9,15,24.8,123,88,158,19,13.6,24.4,49254.00,"44,872","53,636",.,.,.,.,.,.
46,93,SD,Meade County,"2,799","2,259","3,339",10.6,8.6,12.6,"1,016",789,"1,243",15.7,12.2,19.2,673,499,847,14.4,10.7,18.1,50711.00,"46,314","55,108",.,.,.,.,.,.
46,95,SD,Mellette County,661,513,809,32.7,25.4,40,297,225,369,47.9,36.2,59.6,192,137,247,44.7,31.9,57.5,33460.00,"30,248","36,672",.,.,.,.,.,.
46,97,SD,Miner County,276,215,337,12.2,9.5,14.9,83,63,103,15.5,11.8,19.2,57,41,73,14,10.2,17.8,45787.00,"41,584","49,990",.,.,.,.,.,.
46,99,SD,Minnehaha County,"19,185","16,714","21,656",11,9.6,12.4,"5,957","4,905","7,009",13.6,11.2,16,"3,952","3,162","4,742",13.1,10.5,15.7,52382.00,"50,169","54,595",.,.,.,.,.,.
46,101,SD,Moody County,688,550,826,10.9,8.7,13.1,237,186,288,15,11.8,18.2,170,132,208,15.1,11.7,18.5,53712.00,"48,824","58,600",.,.,.,.,.,.
46,103,SD,Pennington County,"15,880","13,873","17,887",15.4,13.5,17.3,"5,502","4,588","6,416",22.1,18.4,25.8,"3,530","2,827","4,233",20.2,16.2,24.2,48886.00,"46,696","51,076",.,.,.,.,.,.
46,105,SD,Perkins County,430,338,522,14.4,11.3,17.5,121,92,150,18.7,14.2,23.2,83,60,106,17,12.3,21.7,40042.00,"36,183","43,901",.,.,.,.,.,.
46,107,SD,Potter County,240,186,294,10.3,8,12.6,73,55,91,14.8,11.1,18.5,50,36,64,13.7,9.7,17.7,50887.00,"45,994","55,780",.,.,.,.,.,.
46,109,SD,Roberts County,"1,976","1,592","2,360",19.7,15.9,23.5,769,602,936,27.4,21.5,33.3,504,378,630,25.8,19.4,32.2,44626.00,"40,770","48,482",.,.,.,.,.,.
46,111,SD,Sanborn County,292,225,359,13.1,10.1,16.1,81,61,101,18.3,13.8,22.8,54,39,69,17,12.1,21.9,46936.00,"42,897","50,975",.,.,.,.,.,.
46,113,SD,Shannon County,"7,734","6,770","8,698",55.1,48.2,62,"2,864","2,374","3,354",53.4,44.3,62.5,"1,901","1,544","2,258",50.9,41.3,60.5,28512.00,"25,672","31,352",.,.,.,.,.,.
46,115,SD,Spink County,711,560,862,11.3,8.9,13.7,215,163,267,14.9,11.3,18.5,141,103,179,13.2,9.6,16.8,50274.00,"45,636","54,912",.,.,.,.,.,.
46,117,SD,Stanley County,262,202,322,8.8,6.8,10.8,98,74,122,14.1,10.7,17.5,67,48,86,12.9,9.3,16.5,57188.00,"51,405","62,971",.,.,.,.,.,.
46,119,SD,Sully County,90,69,111,6.3,4.8,7.8,23,17,29,7.2,5.3,9.1,16,11,21,6.5,4.5,8.5,57620.00,"52,050","63,190",.,.,.,.,.,.
46,121,SD,Todd County,"4,373","3,672","5,074",44,36.9,51.1,"2,042","1,629","2,455",51.1,40.8,61.4,"1,321","1,015","1,627",48.9,37.6,60.2,30549.00,"28,277","32,821",.,.,.,.,.,.
46,123,SD,Tripp County,"1,052",845,"1,259",19.6,15.7,23.5,328,253,403,27,20.8,33.2,217,159,275,24.5,17.9,31.1,40975.00,"36,919","45,031",.,.,.,.,.,.
46,125,SD,Turner County,866,698,"1,034",10.6,8.5,12.7,255,198,312,13.2,10.2,16.2,171,124,218,12,8.7,15.3,53115.00,"49,056","57,174",.,.,.,.,.,.
46,127,SD,Union County,"1,036",817,"1,255",7,5.5,8.5,300,227,373,7.9,6,9.8,199,143,255,7,5,9,66831.00,"60,576","73,086",.,.,.,.,.,.
46,129,SD,Walworth County,775,598,952,14.5,11.2,17.8,239,181,297,19.5,14.7,24.3,160,115,205,18,13,23,41030.00,"37,023","45,037",.,.,.,.,.,.
46,135,SD,Yankton County,"2,683","2,131","3,235",13,10.3,15.7,709,541,877,14.9,11.4,18.4,466,340,592,13.5,9.8,17.2,46599.00,"43,268","49,930",.,.,.,.,.,.
46,137,SD,Ziebach County,"1,376","1,118","1,634",48.7,39.6,57.8,570,425,715,55.4,41.4,69.4,318,221,415,38.8,27,50.6,30465.00,"27,332","33,598",.,.,.,.,.,.
47,0,TN,Tennessee,"1,128,618","1,109,156","1,148,080",17.8,17.5,18.1,"388,141","378,561","397,721",26.5,25.8,27.2,"260,103","251,997","268,209",24.3,23.5,25.1,44268.00,"43,776","44,760","122,058","116,953","127,163",31.3,30,32.6
47,1,TN,Anderson County,"14,660","12,665","16,655",19.7,17,22.4,"4,658","3,892","5,424",29.8,24.9,34.7,"3,386","2,802","3,970",28.9,23.9,33.9,42365.00,"39,655","45,075",.,.,.,.,.,.
47,3,TN,Bedford County,"8,445","6,775","10,115",18.6,14.9,22.3,"3,278","2,569","3,987",27.7,21.7,33.7,"2,175","1,646","2,704",25,18.9,31.1,42288.00,"38,555","46,021",.,.,.,.,.,.
47,5,TN,Benton County,"3,420","2,723","4,117",21.3,17,25.6,"1,129",882,"1,376",35.6,27.8,43.4,767,572,962,33,24.6,41.4,35559.00,"32,731","38,387",.,.,.,.,.,.
47,7,TN,Bledsoe County,"2,984","2,340","3,628",25.5,20,31,871,682,"1,060",36.3,28.4,44.2,584,435,733,31.6,23.5,39.7,35715.00,"32,302","39,128",.,.,.,.,.,.
47,9,TN,Blount County,"18,339","15,719","20,959",14.9,12.8,17,"5,327","4,321","6,333",20.3,16.5,24.1,"3,461","2,639","4,283",17.5,13.3,21.7,45348.00,"42,413","48,283",.,.,.,.,.,.
47,11,TN,Bradley County,"18,385","15,917","20,853",18.6,16.1,21.1,"6,191","5,271","7,111",27.5,23.4,31.6,"3,849","3,076","4,622",23,18.4,27.6,42665.00,"39,845","45,485",.,.,.,.,.,.
47,13,TN,Campbell County,"9,465","7,617","11,313",23.9,19.2,28.6,"2,978","2,342","3,614",35.7,28.1,43.3,"1,995","1,487","2,503",31.9,23.8,40,32325.00,"30,020","34,630",.,.,.,.,.,.
47,15,TN,Cannon County,"2,480","2,000","2,960",18.3,14.8,21.8,710,559,861,25.2,19.9,30.5,486,371,601,22.9,17.5,28.3,40809.00,"36,999","44,619",.,.,.,.,.,.
47,17,TN,Carroll County,"5,440","4,483","6,397",19.9,16.4,23.4,"1,641","1,274","2,008",27,21,33,"1,193",909,"1,477",27.1,20.6,33.6,35929.00,"32,689","39,169",.,.,.,.,.,.
47,19,TN,Carter County,"12,788","10,926","14,650",23,19.7,26.3,"3,715","3,063","4,367",34,28,40,"2,588","2,073","3,103",32.2,25.8,38.6,32773.00,"29,871","35,675",.,.,.,.,.,.
47,21,TN,Cheatham County,"5,203","4,244","6,162",13.3,10.8,15.8,"1,870","1,525","2,215",20.3,16.6,24,"1,276","1,021","1,531",18.2,14.6,21.8,52544.00,"48,807","56,281",.,.,.,.,.,.
47,23,TN,Chester County,"3,096","2,445","3,747",19.4,15.3,23.5,"1,020",793,"1,247",27.1,21.1,33.1,679,502,856,23.4,17.3,29.5,40779.00,"36,912","44,646",.,.,.,.,.,.
47,25,TN,Claiborne County,"6,909","5,565","8,253",22.9,18.5,27.3,"1,863","1,449","2,277",30.9,24,37.8,"1,289",969,"1,609",28.3,21.3,35.3,32775.00,"29,966","35,584",.,.,.,.,.,.
47,27,TN,Clay County,"1,904","1,493","2,315",24.8,19.4,30.2,621,484,758,39.7,30.9,48.5,420,313,527,36.9,27.5,46.3,30587.00,"27,680","33,494",.,.,.,.,.,.
47,29,TN,Cocke County,"8,691","6,940","10,442",24.7,19.7,29.7,"3,009","2,360","3,658",41.1,32.2,50,"2,036","1,555","2,517",37.2,28.4,46,30950.00,"28,111","33,789",.,.,.,.,.,.
47,31,TN,Coffee County,"10,434","8,709","12,159",19.8,16.5,23.1,"3,744","3,027","4,461",29.9,24.2,35.6,"2,479","1,927","3,031",26.4,20.5,32.3,43375.00,"39,633","47,117",.,.,.,.,.,.
47,33,TN,Crockett County,"2,777","2,212","3,342",19.3,15.4,23.2,964,748,"1,180",27.7,21.5,33.9,661,496,826,25.1,18.8,31.4,37085.00,"33,621","40,549",.,.,.,.,.,.
47,35,TN,Cumberland County,"10,329","8,662","11,996",18.2,15.3,21.1,"3,037","2,386","3,688",29.1,22.9,35.3,"2,004","1,486","2,522",26.5,19.7,33.3,36163.00,"33,294","39,032",.,.,.,.,.,.
47,37,TN,Davidson County,"112,795","103,679","121,911",17.8,16.4,19.2,"41,195","37,268","45,122",29.4,26.6,32.2,"27,359","24,205","30,513",29,25.7,32.3,47239.00,"46,000","48,478",.,.,.,.,.,.
47,39,TN,Decatur County,"2,754","2,266","3,242",24.1,19.8,28.4,764,613,915,32.9,26.4,39.4,499,382,616,28.2,21.6,34.8,36213.00,"32,887","39,539",.,.,.,.,.,.
47,41,TN,DeKalb County,"4,120","3,322","4,918",21.9,17.7,26.1,"1,417","1,124","1,710",33.6,26.7,40.5,982,752,"1,212",31.3,24,38.6,37392.00,"34,583","40,201",.,.,.,.,.,.
47,43,TN,Dickson County,"7,445","6,100","8,790",15,12.3,17.7,"2,654","2,114","3,194",22.6,18,27.2,"1,766","1,360","2,172",20.3,15.6,25,44991.00,"41,947","48,035",.,.,.,.,.,.
47,45,TN,Dyer County,"7,032","5,593","8,471",18.7,14.9,22.5,"2,599","2,002","3,196",28.6,22,35.2,"1,752","1,293","2,211",26.5,19.5,33.5,40158.00,"36,873","43,443",.,.,.,.,.,.
47,47,TN,Fayette County,"5,626","4,715","6,537",14.7,12.3,17.1,"1,701","1,345","2,057",21,16.6,25.4,"1,217",939,"1,495",20.3,15.7,24.9,56058.00,"51,144","60,972",.,.,.,.,.,.
47,49,TN,Fentress County,"4,006","3,111","4,901",22.6,17.5,27.7,"1,440","1,113","1,767",37,28.6,45.4,984,731,"1,237",32.7,24.3,41.1,31065.00,"28,288","33,842",.,.,.,.,.,.
47,51,TN,Franklin County,"7,442","6,292","8,592",19,16.1,21.9,"2,173","1,730","2,616",25.4,20.2,30.6,"1,454","1,121","1,787",22.2,17.1,27.3,41477.00,"38,105","44,849",.,.,.,.,.,.
47,53,TN,Gibson County,"8,721","7,066","10,376",18,14.6,21.4,"3,246","2,644","3,848",27.2,22.2,32.2,"2,239","1,779","2,699",25.4,20.2,30.6,40083.00,"37,179","42,987",.,.,.,.,.,.
